original_title,release_date,budget,revenue,popularity,vote_average,vote_count,overview,genres
Hross í oss,Of Horses and Men,2013-08-30,10,11,1.6179430000000001,6.9,26,A country romance about the human streak in the horse and the horse in the human. Love and death become interlaced and with terrible consequences.The fortunes of the people in the country through the horses' perception.,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]"
Nurse 3-D,Nurse 3-D,2013-09-28,10,10000000,10.013629,4.9,119,"Abby Russell, a beautiful, dedicated nurse with a sinister side, has a secret life in which she targets and punishes dishonest men.","[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]"
Adventureland,Adventureland,2009-04-03,9500000,17164377,19.978021,6.4,737,"In the summer of 1987, a college graduate takes a 'nowhere' job at his local amusement park, only to find it's the perfect course to get him prepared for the real world.","[{""id"": 35, ""name"": ""Comedy""}]"
The Lost City,The Lost City,2005-09-03,9600000,4386236,3.5885290000000003,6.0,24,"In Havana, Cuba in the late 1950's, a wealthy family, one of whose sons is a prominent nightclub owner, is caught in the violent transition from the oppressive regime of Batista to the Marxist government of Fidel Castro. Castro's regime ultimately leads the nightclub owner to flee to New York.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Next Friday,Next Friday,2000-01-12,11000000,59827328,9.337388,6.4,135,"Ice Cube returns as Craig Jones, a streetwise man from South Central Los Angeles who has a knack for getting into trouble. This time out, Craig is still trying to outsmart neighborhood bully Debo (Tommy ""Tiny"" Lister Jr.); after Craig gets the better of Debo in a fist fight, Debo is determined to flatten Craig in a rematch. Looking to stay out of Debo's way, Craig's dad decides that it would be a good idea for Craig to hide out with his Uncle Elroy and cousin Day-Day in Rancho Cucamonga... but trouble seems to find him there also.","[{""id"": 35, ""name"": ""Comedy""}]"
You Only Live Twice,You Only Live Twice,1967-06-12,9500000,111584787,28.675890999999996,6.5,531,A mysterious space craft kidnaps a Russian and American space capsule and brings the world on the verge of another World War. James Bond investigates the case in Japan and meets with his archenemy Blofeld. The fifth film from the legendary James Bond series starring Sean Connery as the British super agent.,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]"
Amour,Amour,2012-07-01,8900000,19839492,17.151293,7.5,400,"Georges and Anne are in their eighties. They are cultivated, retired music teachers. Their daughter, who is also a musician, lives abroad with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Poltergeist III,Poltergeist III,1988-06-10,10500000,14144000,11.225044,4.5,123,"Carol Anne has been sent to live with her Aunt and Uncle in an effort to hide her from the clutches of the ghostly Reverend Kane, but he tracks her down and terrorises her in her relatives' appartment in a tall glass building. Will he finally achieve his target and capture Carol Anne again, or will Tangina be able, yet again, to thwart him?","[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]"
"It's a Mad, Mad, Mad, Mad World","It's a Mad, Mad, Mad, Mad World",1963-11-07,9400000,60000000,14.562991,7.0,140,"A group of strangers come across a man dying after a car crash who proceeds to tell them about the $350,000 he buried in California. What follows is the madcap adventures of those strangers as each attempts to claim the prize for himself.","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]"
Volver,Volver,2006-03-16,12899867,85582407,19.747809,7.3,406,"Raimunda (Penélope Cruz) works and lives Madrid with her husband Paco and daughter Paula. Her sister Sole (Lola Dueñas) lives nearby and they both miss their mother Irene (Carmen Maura), who died several years ago in a house fire along with their father. A former neighbor from their hometown reports that she has seen the ghost of Irene and both daughters do not believe her. After a murder and a family tragedy, Irene's spirit materializes around her daughters to help comfort them.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Melancholia,Melancholia,2011-05-26,7400000,21817298,36.173598,7.0,885,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Alien,Alien,1979-05-25,11000000,104931801,94.184658,7.9,4470,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.","[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]"
The Texas Chain Saw Massacre,The Texas Chain Saw Massacre,1974-10-01,85000,30859000,29.262427000000002,7.2,590,Five friends visiting their grandfather's house in the country are hunted and terrorized by a chain-saw wielding killer and his family of grave-robbing cannibals.,"[{""id"": 27, ""name"": ""Horror""}]"
The Runaways,The Runaways,2010-03-19,10000000,2995811,17.611971,6.3,254,"Joan Jett and Cherie Currie, two rebellious teenagers from Southern California, become the frontwomen for the Runaways -- the now-legendary group that paved the way for future generations of female rockers. Under the Svengalilike influence of impresario Kim Fowley, the band becomes a huge success.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]"
Fiddler on the Roof,Fiddler on the Roof,1971-11-03,9000000,83304330,7.623978999999999,7.4,134,"This lavishly produced and critically acclaimed screen adaptation of the international stage sensation tells the life-affirming story of Tevye (Topol), a poor milkman whose love, pride and faith help him face the oppression of turn-of-the-century Czarist Russia. Nominated for eight Academy Awards.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Thunderball,Thunderball,1965-12-16,5500000,141195658,31.035999999999998,6.5,562,A criminal organization has obtained two nuclear bombs and are asking for a 100 million pound ransom in the form of diamonds in seven days or they will use the weapons. The secret service sends James Bond to the Bahamas to once again save the world.,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]"
Mine vaganti,Loose Cannons,2010-02-12,7000000,8220215,7.720692,7.0,118,"Tommaso is the youngest son of the Cantones, a large, traditional southern Italian family operating a pasta-making business since the 1960s. On a trip home from Rome, where he studies literature and lives with his boyfriend, Tommaso decides to tell his parents the truth about himself. But when he is finally ready to come out in front of the entire family, his older brother Antonio ruins his plans.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Set It Off,Set It Off,1996-11-06,9000000,41590886,6.717994,6.9,66,"Four black women, all of whom have suffered for lack of money and at the hands of the majority, undertake to rob banks. While initially successful, a policeman who was involved in shooting one of the women's brothers is on their trail. As the women add to the loot, their tastes and interests begin to change and their suspicions of each other increase on the way to a climactic robbery.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]"
The Best Man,The Best Man,1999-10-22,9000000,34573780,3.9510410000000005,6.8,38,"Harper, a writer who's about to explode into the mainstream leaves behind his girlfriend Robin and heads to New York City to serve as best man for his friend Lance's wedding. Once there, he reunites with the rest of his college circle.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]"
Child's Play,Child's Play,1988-11-08,9000000,44196684,27.600842999999998,6.3,581,"A single mother gives her son a beloved doll for his birthday, only to discover that it is possessed with the soul of a serial killer.","[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]"
Sicko,Sicko,2007-05-18,9000000,24538513,14.098951999999999,7.3,235,"Sicko is a Michael Moore documentary about the corrupt health care system in The United States who's main goal is to make profit even if it means losing peoples lives. ""The more people you deny health insurance the more money we make"" is the business model for health care providers in America.","[{""id"": 99, ""name"": ""Documentary""}]"
The Purge: Anarchy,The Purge: Anarchy,2014-07-17,9000000,108782847,82.975841,6.6,1954,"Three groups of people are trying to survive Purge Night, when their stories intertwine and are left stranded in The Purge trying to survive the chaos and violence that occurs.","[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]"
Harold & Kumar Go to White Castle,Harold & Kumar Go to White Castle,2004-05-30,9000000,23936908,18.514292,6.6,693,"Sometimes, it takes a strange night to put everything else into focus. And that's exactly what happens to Harold and his roommate, Kumar, when they set out to get the best stoner fix money can buy: White Castle hamburgers. Both guys are at a crossroads, about to make major decisions that will affect the course of their lives. Yet they arrive at wisdom by accident as they drive around New Jersey in search of fast food.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]"
Boiler Room,Boiler Room,2000-02-18,26000000,28780255,11.233081,6.5,201,"A college dropout gets a job as a broker for a suburban investment firm, which puts him on the fast track to success, but the job might not be as legitimate as it sounds.","[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
Trading Places,Trading Places,1983-06-07,40600000,90400000,34.022209000000004,7.1,738,A snobbish investor and a wily street con-artist find their positions reversed as part of a bet by two callous millionaires.,"[{""id"": 35, ""name"": ""Comedy""}]"
Black Christmas,Black Christmas,2006-12-25,9000000,21510851,4.134327,4.8,119,"An escaped maniac returns to his childhood home on Christmas Eve, which is now a sorority house, and begins to murder the sorority sisters one by one. A remake of the 1974 horror movie, Black Christmas (1974).","[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]"
The Way of the Gun,The Way of the Gun,2000-09-08,8500000,19125401,8.775844000000001,6.4,100,"Parker and Longbaugh are a pair of low-level petty criminals, living off the grid and funding their existence through unconventional and often illegal means. Wanting to move past petty crime, they vow to get the proverbial ""big score.","[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
Igby Goes Down,Igby Goes Down,2002-09-13,9000000,4777465,2.062087,6.5,95,A young man's peculiar upbringing renders him unable to competently cope with the struggle of growing up.,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
PCU,PCU,1994-04-29,9000000,4350774,8.738737,6.0,41,"Nervous high school senior Tom Lawrence visits Port Chester University, where he gets a taste of politically correct college life when he's guided by fraternity wild man Droz and his housemates at The Pit. But Droz and his pals have rivals in nasty preppy Rand McPherson and the school's steely president. With their house threatened with expulsion, Droz and company decide to throw a raging party where the various factions will collide.","[{""id"": 35, ""name"": ""Comedy""}]"
Gracie,Gracie,2007-06-01,9000000,2955039,2.365328,6.0,17,"This is the story of a teenager named Gracie Bowen, who lives in South Orange, New Jersey, is crazy about soccer, as are her three brothers and former soccer star father. Although Gracie wants to join her brothers and father in the nightly practices, she is discouraged by everyone except her elder brother, Johnny. Her father does not believe that girls should play soccer and tells her that she is neither tough enough nor talented enough to play with the boys team. Undeterred, Gracie finds reserves of strength she never knew existed, and persists in changing everyone's beliefs in what she is capable of, including her own. She faces an uphill battle when she fights to give women the opportunity to play competitive soccer. But as the beautiful and strong person that she has always been but she also brings her family together in the face of their own tragedy.","[{""id"": 18, ""name"": ""Drama""}]"
Glee: The Concert Movie,Glee: The Concert Movie,2011-08-11,9000000,18663238,9.933926,6.8,79,"A concert documentary shot during the Glee Live! In Concert! summer 2011 tour, featuring song performances and Glee fans' life stories and how the show influenced them.","[{""id"": 99, ""name"": ""Documentary""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10751, ""name"": ""Family""}]"
Barbecue,Barbecue,2014-04-30,6000000,14348529,5.119593,5.8,214,"On his 50th birthday, a man who's been watching his weight, health and temper all his life suffers a heart attack. He's been doing everything he was told he should do and it still didn't help. He decides to turn the page and let loose.","[{""id"": 35, ""name"": ""Comedy""}]"
Princess Kaiulani,Princess Kaiulani,2010-05-14,9000000,771499,0.717811,4.8,14,"Lush scenery and gorgeous photography highlight this bio of Princess Kaiulani (Q'Orianka Kilcher), a 19th-century Hawaiian princess raised in England but determined to maintain her people's independence from aggressive American businessmen. After being sent to England as a child by her Scottish father, Kaiulani returns to Hawaii and becomes a political activist who fights to retain her throne, even though she must leave her English paramour.","[{""id"": 18, ""name"": ""Drama""}]"
Opal Dream,Opal Dream,2006-11-22,5000000,140666,1.458884,6.1,7,"Pobby &amp; Dingan are invisible. They live in an opal town in Australia and are friends with Kellyanne, the 9 year-old daughter of an opal miner. The film tells the story of the bizarre and inexplicable disappearance of Pobby &amp; Dingan, Kellyanne's imaginary friends, and the impact this has on her family and the whole town. The story is told through the eyes of Kellyanne's 11 years old brother Ashmol.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10769, ""name"": ""Foreign""}]"
Undiscovered,Undiscovered,2005-08-26,9000000,1046166,2.0095970000000003,4.5,12,A group of aspiring entertainers try to establish careers for themselves in the city of Los Angeles.,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
Crocodile Dundee,Crocodile Dundee,1986-09-26,5000000,328203506,16.072466,6.3,503,"When a New York reporter plucks crocodile hunter Dundee from the Australian Outback for a visit to the Big Apple, it's a clash of cultures and a recipe for good-natured comedy as naïve Dundee negotiates the concrete jungle. Dundee proves that his instincts are quite useful in the city and adeptly handles everything from wily muggers to high-society snoots without breaking a sweat.","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]"
Awake,Awake,2007-11-28,86000000,14373825,18.172735999999997,6.3,395,"While undergoing heart surgery, a man experiences a phenomenon called ‘anesthetic awareness’, which leaves him awake but paralyzed throughout the operation. As various obstacles present themselves, his wife must make life-altering decisions while wrestling with her own personal drama.","[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]"
The Lost Boys,The Lost Boys,1987-07-31,8500000,32222567,24.750909,6.8,538,A mother and her two teenage sons move to a seemingly nice and quiet small coastal California town yet soon find out that it's overrun by bike gangs and vampires. A couple of teenage friends take it upon themselves to hunt down the vampires that they suspect of a few mysterious murders and restore peace and calm to their town.,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]"
Crazy Heart,Crazy Heart,2009-12-16,7000000,39462438,17.697042,6.8,274,"When reporter Jean Craddock interviews Bad Blake -- an alcoholic, seen-better-days country music legend -- they connect, and the hard-living crooner sees a possible saving grace in a life with Jean and her young son. But can he leave behind an existence playing in the shadow of Tommy, the upstart kid he once mentored?","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]"
The Rose,The Rose,1979-11-07,9250000,29174648,7.000949,6.8,28,"Midler is the rock-and-roll singer Mary Rose Foster (known as the Rose to her legions of fans), whose romantic relationships and mental health are continuously imperiled by the demands of life on the road.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]"
Baggage Claim,Baggage Claim,2013-09-27,8500000,22456509,11.436405,5.6,85,"Pledging to keep herself from being the oldest and the only woman in her entire family never to wed, Montana embarks on a thirty-day, thirty-thousand-mile expedition to charm a potential suitor into becoming her fiancé.","[{""id"": 35, ""name"": ""Comedy""}]"
Barbarella,Barbarella,1968-10-10,9000000,2500000,14.171759,5.7,146,"In the far future, a highly sexual woman is tasked with finding and stopping the evil Durand-Durand. Along the way she encounters various unusual people.","[{""id"": 878, ""name"": ""Science Fiction""}]"
The Namesake,The Namesake,2006-09-02,12000000,20138836,3.604863,6.8,50,"American-born Gogol, the son of Indian immigrants, wants to fit in among his fellow New Yorkers, despite his family's unwillingness to let go of their traditional ways.","[{""id"": 18, ""name"": ""Drama""}]"
The DUFF,The DUFF,2015-02-20,8500000,43528634,40.28709,6.8,1322,"Bianca's universe turns upside down when she learns that her high school refers to her as a ‘DUFF' (Designated Ugly Fat Friend). Hoping to erase that label, she enlists the help of a charming jock and her favorite teacher. Together they'll face the school's mean girl and remind everyone that we are all someone's DUFF… and that's totally fine.","[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]"
Glitter,Glitter,2001-09-21,22000000,5271666,3.809131,3.4,38,Similar to Mariah's life story. Mariah plays the role of a young singer who is eager to become a big star. She dates a DJ who helps her get into the music business.,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Bright Star,Bright Star,2009-11-05,8500000,4440055,9.230072999999999,6.8,107,"In 1818, high-spirited young Fanny Brawne finds herself increasingly intrigued by the handsome but aloof poet John Keats, who lives next door to her family friends the Dilkes. After reading a book of his poetry, she finds herself even more drawn to the taciturn Keats. Although he agrees to teach her about poetry, Keats cannot act on his reciprocated feelings for Fanny, since as a struggling poet he has no money to support a wife.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
My Name Is Khan,My Name Is Khan,2010-02-12,12000000,42345360,14.719885999999999,7.7,232,"Rizwan Khan, a Muslim from the Borivali section of Mumbai, has Asperger's syndrome. He marries a Hindu single mother, Mandira, in San Francisco. After 9/11, Rizwan is detained by authorities at LAX who treat him as a terrorist because of his condition and his race.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
All Is Lost,All Is Lost,2013-10-18,9000000,6108720,28.540614,6.6,671,"Deep into a solo voyage in the Indian Ocean, an unnamed man (Redford) wakes to find his 39-foot yacht taking on water after a collision with a shipping container left floating on the high seas. With his navigation equipment and radio disabled, the man sails unknowingly into the path of a violent storm. Despite his success in patching the breached hull, his mariner's intuition and a strength that belies his age, the man barely survives the tempest. Using only a sextant and nautical maps to chart his progress, he is forced to rely on ocean currents to carry him into a shipping lane in hopes of hailing a passing vessel. But with the sun unrelenting, sharks circling and his meager supplies dwindling, the ever-resourceful sailor soon finds himself staring his mortality in the face.","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]"
Limbo,Limbo,1999-06-04,8000000,1997807,0.034259,7.0,17,"Unconventional narrative about the interactions amongst a group of people in a small town in Alaska, each of whom has guards a secret.","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
The Wind That Shakes the Barley,The Wind That Shakes the Barley,2006-05-18,6500000,22889018,6.787967,7.1,154,"Set during the 1920’s Irish revolution against the British, an Irish medical student is about to start his new job in London – but after he witnesses the mercenary atrocities of the British, he decides to join his brother in the IRA to fight for Irish independence.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]"
Yeh Jawaani Hai Deewani,Yeh Jawaani Hai Deewani,2013-05-31,7700000,46000000,3.3531760000000004,7.2,79,"Yeh Jawaani Hai Deewani features two polar opposite characters, who at one point were classmates in Modern School. The first is Naina Talwar (Deepika Padukone), a studious bespectacled young girl. The second is Bunny (Ranbir Kapoor), a carefree young travel-show host, intent on breaking out of the pattern of getting an education, a career, a wife, children, retirement, and eventually death.","[{""id"": 10749, ""name"": ""Romance""}]"
Quo Vadis,Quo Vadis,1951-11-08,8250000,30000000,7.973109,7.0,63,"Set against the back drop of Rome in crisis, General Marcus Vinicius returns to the city from the battle fields and falls in love with a Christian woman, Lygia. Caught in the grip of insanity, Nero's atrocities become more extreme and he burns Rome, laying the blame on the Christians. Vinicius races to save Lygia from the wrath of Nero as the empire of Rome collapses around them.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]"
Pulp Fiction,Pulp Fiction,1994-10-08,8000000,213928762,121.463076,8.3,8428,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.","[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]"
Nightcrawler,Nightcrawler,2014-10-23,8500000,38697217,89.095538,7.6,3395,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.","[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
Club Dread,Club Dread,2004-02-27,8500000,5001655,2.62082,5.1,107,When a serial killer interrupts the fun at the swanky Coconut Pete's Coconut Beach Resort -- a hedonistic island paradise for swingers --- it's up to the club's staff to stop the violence ... or at least hide it!,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]"
The Sound of Music,The Sound of Music,1965-03-02,8200000,286214286,37.960289,7.4,941,Film adaptation of a classic Rodgers and Hammerstein musical based on a nun who becomes a governess for an Austrian family.,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]"
Splash,Splash,1984-03-09,8000000,69821334,21.735068,6.1,321,"A successful businessman falls in love with the girl of his dreams. There's one big complication though; he's fallen hook, line and sinker for a mermaid.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]"
Little Miss Sunshine,Little Miss Sunshine,2006-07-26,8000000,100523181,14.793176999999998,7.5,1686,"A family loaded with quirky, colorful characters piles into an old van and road trips to California for little Olive to compete in a beauty pageant.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
Stand by Me,Stand by Me,1986-08-22,8000000,52287414,51.109279,7.8,1522,"After the death of a friend, a writer recounts a boyhood journey to find the body of a missing boy.","[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]"
28 Days Later,28 Days Later,2002-10-31,5000000,82719885,45.490373999999996,7.1,1777,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.","[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Escape from Alcatraz,Escape from Alcatraz,1979-06-22,8000000,43000000,26.356696999999997,7.2,561,"Escape from Alcatraz tells the story of the only three men ever to escape from the infamous maximum security prison at Alcatraz. In 29 years, the seemingly impenetrable federal penitentiary, which housed Al Capone and ""Birdman"" Robert Stroud, was only broken once - by three men never heard of again.","[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]"
Brown Sugar,Brown Sugar,2002-10-05,8000000,27362712,3.501158,7.0,31,"Sidney is a writer who's just left her L.A. Times music review gig to edit New York hip-hop magazine XXL. Dre is an executive with a hip-hop record company based in New York. They've known each other since they met as children, when both discovered hip-hop for the first time. Now that they're back together, they should be perfect for each other, except that Dre's about to marry lawyer Reese and Sidney claims not to be interested in Dre romantically. Meanwhile, Dre is growing increasingly restless with his company's focus on profit over artistry, which leads to signing the gimmicky duo Ren and Ten while ignoring the talented Chris","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
50/50,50/50,2011-09-30,8000000,39187783,33.372828000000005,7.0,1261,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis, and his subsequent struggle to beat the disease.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
That Awkward Moment,That Awkward Moment,2014-01-29,8000000,26049082,37.821106,6.1,1004,"Best pals Jason and Daniel indulge in casual flings and revel in their carefree, unattached lives. After learning that the marriage of their friend Mikey is over, they gladly welcome him back into their circle. The three young men make a pact to have fun and avoid commitment. However, when all three find themselves involved in serious relationships, they must keep their romances secret from one another.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
On Her Majesty's Secret Service,On Her Majesty's Secret Service,1969-12-12,6500000,81974493,25.289665,6.5,456,"James Bond tracks archnemesis Ernst Blofeld to a mountaintop retreat where he's training an army of beautiful but lethal women. Along the way, Bond falls for Italian contessa Tracy Draco -- and marries her in order to get closer to Blofeld. Meanwhile, he locates Blofeld in the Alps and embarks on a classic ski chase.","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]"
New Nightmare,New Nightmare,1994-10-13,14000000,18090181,14.730796,6.4,291,"Freddy's back … and he's badder than ever! Nancy, the historical nemesis of the man with the satanic snarl and pitchfork fingers, discovers that a new monstrous demon has taken on Freddy's persona. Can Nancy stop this new threat in time to save her son?","[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 14, ""name"": ""Fantasy""}]"
Drive Me Crazy,Drive Me Crazy,1999-10-01,8000000,22593409,4.482714,5.8,62,"Nicole and Chase live next door to each other but are worlds apart. However, they plot a scheme to date each other in order to attract the interest and jealousy of their respective romantic prey. But in the mist of planning a gala centennial celebration, Nicole and Chase find that the one they always wanted was closer than they ever thought.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10751, ""name"": ""Family""}]"
Akeelah and the Bee,Akeelah and the Bee,2006-04-28,8000000,18948425,4.932893,6.7,81,"Eleven year-old Akeelah Anderson's life is not easy: her father is dead, her mom ignores her, her brother runs with the local gangbangers. She's smart, but her environment threatens to strangle her aspirations. Responding to a threat by her school's principal, Akeelah participates in a spelling bee to avoid detention for her many absences. Much to her surprise and embarrassment, she wins. Her principal asks her to seek coaching from an English professor named Dr. Larabee for the more prestigious regional bee. As the possibility of making it all the way to the Scripps National Spelling Bee looms, Akeelah could provide her community with someone to rally around and be proud of -- but only if she can overcome her insecurities and her distracting home life. She also must get past Dr. Larabee's demons, and a field of more experienced and privileged fellow spellers.","[{""id"": 18, ""name"": ""Drama""}]"
Half Baked,Half Baked,1998-01-16,8000000,17460020,7.894489,6.4,177,"Three lovable party buds try to bail their friend out of jail. But just when the guys have mastered a plan, everything comes dangerously close to going up in smoke.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]"
New in Town,New in Town,2009-01-30,8000000,29010817,13.987772,5.2,99,"Lucy Hill is an ambitious up-and-coming executive living in Miami. She loves her shoes, she loves her cars and she loves climbing the corporate ladder. When she is offered a temporary assignment – in the middle of nowhere – to restructure a manufacturing plant, she jumps at the opportunity, knowing that a big promotion is close at hand. What begins as a straight-forward assignment becomes a life-changing experience as Lucy discovers greater meaning in her life and, most unexpectedly, the man of her dreams.","[{""id"": 35, ""name"": ""Comedy""}]"
American Psycho,American Psycho,2000-04-13,7000000,34266564,45.310443,7.3,2066,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.","[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]"
The Good Girl,The Good Girl,2002-01-12,8000000,16856124,9.799177,6.1,181,A discount store clerk strikes up an affair with a stock boy who considers himself the incarnation of Holden Caulfield.,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
