original_title,title,release_date,budget,revenue,popularity,vote_average,vote_count
On Her Majesty's Secret Service,On Her Majesty's Secret Service,1969-12-12,6500000,81974493,25.289665,6.5,456
New Nightmare,New Nightmare,1994-10-13,14000000,18090181,14.730796,6.4,291
Drive Me Crazy,Drive Me Crazy,1999-10-01,8000000,22593409,4.482714,5.8,62
Akeelah and the Bee,Akeelah and the Bee,2006-04-28,8000000,18948425,4.932893,6.7,81
Half Baked,Half Baked,1998-01-16,8000000,17460020,7.894489,6.4,177
New in Town,New in Town,2009-01-30,8000000,29010817,13.987772,5.2,99
American Psycho,American Psycho,2000-04-13,7000000,34266564,45.310443,7.3,2066
The Good Girl,The Good Girl,2002-01-12,8000000,16856124,9.799177,6.1,181
Bon Cop Bad Cop,Bon Cop Bad Cop,2006-07-06,8000000,12671300,5.069095,6.5,42
The Boondock Saints II: All Saints Day,The Boondock Saints II: All Saints Day,2009-11-24,8000000,10629321,13.517017000000001,5.9,261
Easy A,Easy A,2010-09-10,8000000,74952305,45.395839,6.7,2210
Shadow of the Vampire,Shadow of the Vampire,2000-05-15,8000000,8279017,5.93923,6.6,148
Prom,Prom,2011-04-29,8000000,10130000,11.837067,5.7,134
Anomalisa,Anomalisa,2015-12-30,8000000,5659286,21.024345999999998,7.0,459
Another Year,Another Year,2010-11-05,8000000,18124262,7.235794,7.0,97
Showdown in Little Tokyo,Showdown in Little Tokyo,1991-08-23,8000000,2275557,8.403858999999999,5.7,95
It's Kind of a Funny Story,It's Kind of a Funny Story,2010-07-06,8000000,6491240,13.143045,6.9,672
Prefontaine,Prefontaine,1997-01-24,8000000,589304,8.717235,6.7,21
Begin Again,Begin Again,2013-09-07,8000000,63464861,35.735689,7.3,1254
Down in the Valley,Down in the Valley,2005-05-13,8000000,852872,7.433574,5.9,63
Brooklyn Rules,Brooklyn Rules,2007-04-30,8000000,458232,4.090382,5.8,18
Fido,Fido,2006-09-07,8000000,426224,5.244518,6.6,135
Wild Target,Wild Target,2010-06-17,8000000,3453043,10.791953999999999,6.4,215
10th & Wolf,10th & Wolf,2006-02-19,8000000,143451,3.9424639999999997,6.3,24
Aloft,Aloft,2014-02-12,8000000,53086,6.5008349999999995,5.1,41
アキラ,Akira,1988-07-16,8000000,553171,39.338097,7.8,773
The Death and Life of Bobby Z,The Death and Life of Bobby Z,2007-07-23,22000000,413454,12.893219,5.8,103
Maurice Richard,The Rocket: The Legend of Rocket Richard,2005-10-25,8000000,2019009,0.983484,6.1,17
Swimming Pool,Swimming Pool,2003-05-18,7800000,22441323,11.000653999999999,6.4,153
Driving Miss Daisy,Driving Miss Daisy,1989-12-13,7500000,145793296,19.585801,7.0,350
紅番區,Rumble in the Bronx,1995-01-30,7500000,32392047,17.318839,6.5,240
Thank You for Smoking,Thank You for Smoking,2005-09-05,6500000,24793509,29.01153,7.1,664
Hostel: Part II,Hostel: Part II,2007-06-08,10200000,35619521,20.745051999999998,5.6,453
An Education,An Education,2009-10-29,7500000,26096852,16.990308,6.8,409
Shopgirl,Shopgirl,2005-10-21,10284523,11588205,4.820166,5.7,75
Narc,Narc,2002-01-14,6500000,12633747,8.526635,6.8,142
Men with Brooms,Men with Brooms,2002-09-20,7500000,4245870,1.369528,4.5,7
The Work and the Glory,The Work and the Glory,2004-11-24,7500000,3347647,0.571663,6.1,7
Extract,Extract,2009-09-03,8000000,10848783,14.652342,5.7,192
Albert Nobbs,Albert Nobbs,2011-12-21,8000000,5634828,7.802245,6.2,132
Die Welle,The Wave,2008-03-11,7500000,19000000,25.281197,7.5,841
The Neon Demon,The Neon Demon,2016-06-08,7000000,1333124,38.150787,6.4,887
Harry Brown,Harry Brown,2009-11-11,7300000,10329747,16.829837,6.7,348
Juno,Juno,2007-12-05,7500000,231411584,19.782725,7.0,2244
Diamonds Are Forever,Diamonds Are Forever,1971-12-13,7200000,116019547,34.634181,6.3,553
The Godfather,The Godfather,1972-03-14,6000000,245066411,143.659698,8.4,5893
Flashdance,Flashdance,1983-04-14,4000000,92921203,18.422323000000002,6.1,302
(500) Days of Summer,(500) Days of Summer,2009-07-17,7500000,60722734,45.610993,7.2,2904
The Piano,The Piano,1993-05-19,7000000,116700000,17.681707,7.1,281
Magic Mike,Magic Mike,2012-06-28,7000000,167221571,35.897151,6.1,1040
Live and Let Die,Live and Let Die,1973-07-05,7000000,161777836,30.465138,6.4,533
Jumping the Broom,Jumping the Broom,2011-05-06,6600000,37710610,4.4924550000000005,6.0,56
"Good Night, and Good Luck.","Good Night, and Good Luck.",2005-09-16,7000000,54600000,17.717681,6.8,273
Capote,Capote,2005-09-30,7000000,49084830,17.434862,6.8,384
Desperado,Desperado,1995-08-25,7000000,25405445,25.511217000000002,6.8,881
Logan's Run,Logan's Run,1976-06-23,9000000,25000000,12.268142999999998,6.6,269
The Man with the Golden Gun,The Man with the Golden Gun,1974-12-01,7000000,97572000,30.214715999999996,6.3,524
Action Jackson,Action Jackson,1988-02-12,7000000,20256975,6.872783999999999,4.9,50
Devil's Due,Devil's Due,2014-01-08,7000000,36433975,14.741589000000001,4.4,216
Flirting with Disaster,Flirting with Disaster,1996-03-22,7000000,14702438,5.500324,6.3,66
Dope,Dope,2015-06-19,700000,17986781,29.761163,7.2,691
In Too Deep,In Too Deep,1999-08-25,7000000,14011454,2.772178,6.2,17
House of 1000 Corpses,House of 1000 Corpses,2003-04-11,7000000,16829545,19.301432000000002,6.0,306
A Serious Man,A Serious Man,2009-10-02,7000000,31430334,23.612409,6.6,483
Beyond the Lights,Beyond the Lights,2014-09-10,7000000,14618727,8.079046,7.0,139
The Last Temptation of Christ,The Last Temptation of Christ,1988-08-12,7000000,8373585,14.672151000000001,7.0,201
Outside Providence,Outside Providence,1999-08-16,7000000,7292175,2.627232,5.6,30
Split Second,Split Second,1992-05-01,7,5,4.857028,5.7,63
The Other Side of Heaven,The Other Side of Heaven,2001-04-12,7000000,4720371,2.206097,6.7,14
Veer-Zaara,Veer-Zaara,2004-11-12,7000000,29385320,3.721858,7.4,64
Auto Focus,Auto Focus,2002-10-18,7000000,2062066,7.051521000000001,6.1,56
We Need to Talk About Kevin,We Need to Talk About Kevin,2011-09-28,7000000,6038942,21.276864,7.4,677
Losin' It,Losin' It,1983-04-08,7000000,1246141,2.550045,4.5,31
I Hope They Serve Beer in Hell,I Hope They Serve Beer in Hell,2009-09-25,7000000,1429299,7.155519,5.7,20
Hesher,Hesher,2010-01-22,7000000,382946,13.635828,6.7,212
Freeheld,Freeheld,2015-10-02,7000000,573335,8.184588,7.1,164
The Extra Man,The Extra Man,2010-08-01,7000000,453079,2.26778,5.9,29
Трудно быть богом,Hard to Be a God,2013-02-27,7000000,1310673,3.120016,6.7,41
Ca$h,Ca$h,2010-01-01,7000000,46488,8.207425,6.0,73
The Boondock Saints,The Boondock Saints,1999-01-22,6000000,30471,34.917446999999996,7.2,837
Снежная королева,The Snow Queen,2012-10-11,7000000,12400000,5.33861,5.1,47
Stargate: The Ark of Truth,Stargate: The Ark of Truth,2008-03-11,7000000,8900000,8.591387,6.9,140
Dazed and Confused,Dazed and Confused,1993-09-24,6900000,7993039,26.181753,7.4,583
House at the End of the Street,House at the End of the Street,2012-09-21,6900000,44287131,25.613197,5.6,555
Incendies,Incendies,2010-09-04,6800000,7103838,21.285206,7.9,479
Annabelle,Annabelle,2014-10-02,6500000,255273813,60.225218999999996,5.6,1517
Bran Nue Dae,Bran Nue Dae,2009-08-09,7,7,0.050456,5.2,6
Boyz n the Hood,Boyz n the Hood,1991-07-12,6500000,57504069,17.705671,7.4,364
La Bamba,La Bamba,1987-07-24,6500000,54215416,6.847099000000001,6.8,116
Dressed to Kill,Dressed to Kill,1980-06-25,6500000,31899000,11.208769,6.8,157
Go,Go,1999-04-09,6500000,28451622,11.142389,7.0,196
Friends with Money,Friends with Money,2006-09-07,6500000,13368437,11.885221000000001,5.1,128
The Andromeda Strain,The Andromeda Strain,1971-03-12,6500000,12376563,12.524953,7.0,190
Shame,Shame,2011-10-02,6500000,17693675,40.688426,7.0,875
Layer Cake,Layer Cake,2004-09-30,6500000,11850214,24.0034,7.0,559
The Work and the Glory II: American Zion,The Work and the Glory II: American Zion,2005-10-21,6500000,2025032,2.639106,8.0,6
The East,The East,2013-05-31,6500000,2401510,16.574756,6.5,305
A Home at the End of the World,A Home at the End of the World,2004-07-23,6500000,1548955,5.483531,6.8,45
The Messenger,The Messenger,2009-11-13,6500000,1521261,8.432400999999999,7.1,119
The Terminator,The Terminator,1984-10-26,6400000,78371200,74.23479300000001,7.3,4128
"Good bye, Lenin!","Good bye, Lenin!",2003-02-09,4800000,79384880,11.086001,7.4,586
The Return of the Living Dead,The Return of the Living Dead,1985-05-15,4000000,14237000,14.961629,7.3,267
Mallrats,Mallrats,1995-10-20,6000000,2122561,16.139771,6.8,392
Grease,Grease,1978-07-07,6000000,181813770,67.608041,7.2,1581
Platoon,Platoon,1986-12-18,6000000,138530565,49.802914,7.5,1205
Fahrenheit 9/11,Fahrenheit 9/11,2004-06-25,6000000,119114517,16.20985,6.8,397
Butch Cassidy and the Sundance Kid,Butch Cassidy and the Sundance Kid,1969-09-23,6000000,102308889,24.499996,7.4,650
Mary Poppins,Mary Poppins,1964-08-27,6000000,102272727,59.961523,7.4,1183
West Side Story,West Side Story,1961-10-18,6000000,43656822,23.431117,7.0,389
Caddyshack,Caddyshack,1980-07-25,6000000,39846344,15.929648,6.6,365
The Wood,The Wood,1999-07-16,6000000,25059640,5.537646,7.1,34
The Usual Suspects,The Usual Suspects,1995-07-19,6000000,23341568,64.02503100000001,8.1,3254
A Nightmare on Elm Street 5: The Dream Child,A Nightmare on Elm Street 5: The Dream Child,1989-08-11,8000000,22168359,12.654050999999999,5.5,245
National Lampoon’s Van Wilder,National Lampoon’s Van Wilder,2002-03-29,5000000,38275483,35.108498,5.9,858
The Wrestler,The Wrestler,2008-09-07,6000000,44703995,40.196514,7.3,1000
Duel in the Sun,Duel in the Sun,1946-12-31,6000000,20400000,7.60445,6.2,37
Escape from New York,Escape from New York,1981-05-22,6000000,50244700,24.351305,6.9,703
Daddy Day Camp,Daddy Day Camp,2007-08-08,6000000,18197398,12.601677,4.4,91
一個好人,Mr. Nice Guy,1997-01-31,12716953,18814720,7.077505,6.3,128
A Mighty Wind,A Mighty Wind,2003-04-16,6000000,18750246,4.053017,6.6,74
Sliding Doors,Sliding Doors,1998-04-23,6000000,58000000,15.639016,6.5,354
Tales from the Hood,Tales from the Hood,1995-05-24,6000000,12000000,3.89204,5.4,32
The Last King of Scotland,The Last King of Scotland,2006-09-01,6000000,48027970,26.286953999999998,7.4,558
Halloween 5: The Revenge of Michael Myers,Halloween 5: The Revenge of Michael Myers,1989-10-12,5000000,11642254,8.008844,5.2,183
Bernie,Bernie,2012-04-27,5000000,9206470,12.685139999999999,6.5,320
Dolphins and Whales: Tribes of the Ocean,Dolphins and Whales: Tribes of the Ocean,2008-02-15,6000000,7518876,0.041651,8.0,3
200 Cigarettes,200 Cigarettes,1999-02-26,6000000,6852450,3.5611980000000005,6.1,44
The Words,The Words,2012-09-07,6000000,13231461,14.988745999999999,6.4,379
City Island,City Island,2009-03-06,6000000,6670712,6.497285,6.9,113
The Guard,The Guard,2011-07-07,6000000,19560274,19.411141,6.8,372
College,College,2008-08-28,7000000,6230276,7.034617999999999,4.8,48
The Virgin Suicides,The Virgin Suicides,1999-04-21,6000000,10409377,26.218912,7.1,817
Wish I Was Here,Wish I Was Here,2014-01-18,5500000,5483299,15.015270999999998,6.4,300
Simply Irresistible,Simply Irresistible,1999-02-05,6000000,4398989,5.696491,5.5,52
Only the Strong,Only the Strong,1993-08-27,6000000,3283371,5.411243,6.9,29
Shattered Glass,Shattered Glass,2003-11-14,6000000,2944752,6.27257,6.6,111
Novocaine,Novocaine,2001-11-23,6000000,2025238,4.1482529999999995,6.0,44
The Wild Bunch,The Wild Bunch,1969-06-17,6244087,638641,14.970654000000001,7.6,259
The Wackness,The Wackness,2008-07-03,6000000,2899975,7.161051,6.2,94
Beastmaster 2: Through the Portal of Time,Beastmaster 2: Through the Portal of Time,1991-06-08,6000000,869325,1.478505,4.6,17
The 5th Quarter,The 5th Quarter,2011-03-25,6000000,399611,0.215464,4.7,12
Snow Flower and the Secret Fan,Snow Flower and the Secret Fan,2011-07-15,134005,1332231,2.2603150000000003,5.3,22
"Surfer, Dude","Surfer, Dude",2008-09-05,6000000,69497,2.404626,4.7,25
Deadfall,Deadfall,2012-11-08,12000000,66351,10.19041,5.6,224
Videodrome,Videodrome,1983-02-04,5952000,2120439,18.119265,7.1,454
L'Auberge espagnole,The Spanish Apartment,2002-05-17,5300000,3897799,13.034602,7.0,266
Song One,Song One,2014-01-20,6000000,32251,6.3492180000000005,5.5,87
Oorlogswinter,Winter in Wartime,2008-11-17,4000000,530048,5.013575,6.8,66
The Train,The Train,1964-09-21,5800000,6800000,4.49029,7.2,72
ต้มยำกุ้ง,The Protector,2005-08-11,6000000,27165581,11.81832,6.8,167
Bend It Like Beckham,Bend It Like Beckham,2002-04-11,3500159,76578641,22.054546,6.2,578
Crossover,Crossover,2006-09-01,5800000,7000000,3.201886,4.2,10
[REC]²,[REC]²,2009-09-15,5600000,18469680,22.341462,6.4,489
The Sting,The Sting,1973-12-25,5500000,159616327,28.500913,7.9,622
Chariots of Fire,Chariots of Fire,1981-05-15,5500000,58972904,10.439971,6.8,207
High Plains Drifter,High Plains Drifter,1973-04-19,5500000,15700000,19.127239000000003,7.4,278
Galaxina,Galaxina,1980-06-06,5500000,4865000,2.141143,3.3,16
Mambo Italiano,Mambo Italiano,2003-06-06,4361898,3031801,2.080741,5.6,28
Wonderland,Wonderland,2003-10-23,5000000,2466444,7.79068,6.2,73
Do the Right Thing,Do the Right Thing,1989-06-30,6500000,37295445,15.580335,7.6,292
Rang De Basanti,Rang De Basanti,2006-01-26,2200000,11502151,5.206967,7.2,97
Miss Julie,Miss Julie,2014-09-07,5500000,5000000,5.033065000000001,5.9,45
Saw II,Saw II,2005-10-28,4000000,152925093,42.187985999999995,6.3,1251
10 Cloverfield Lane,10 Cloverfield Lane,2016-03-10,15000000,108286421,53.698682999999996,6.8,2468
Jackass: The Movie,Jackass: The Movie,2002-10-21,5000000,64282312,14.752587,6.1,345
Lights Out,Lights Out,2016-07-21,4900000,44107032,48.170508,6.3,1129
Paranormal Activity 3,Paranormal Activity 3,2011-10-19,5000000,205703818,29.15813,5.9,669
Ouija,Ouija,2014-10-24,5000000,103590271,56.30466,4.9,983
A Nightmare on Elm Street 3: Dream Warriors,A Nightmare on Elm Street 3: Dream Warriors,1987-02-27,5000000,44793222,17.304054999999998,6.5,354
No se Aceptan Devoluciones,Instructions Not Included,2013-07-20,5500000,99067206,9.59729,7.5,205
Paranormal Activity 4,Paranormal Activity 4,2012-10-17,5000000,142817992,20.326337,5.2,563
The Robe,The Robe,1953-09-16,4100000,36000000,4.028875,6.4,42
The Return of the Pink Panther,The Return of the Pink Panther,1975-05-21,5000000,41833347,6.470766,6.7,137
Freddy's Dead: The Final Nightmare,Freddy's Dead: The Final Nightmare,1991-09-05,11000000,34872033,16.856231,5.1,272
Monster,Monster,2003-11-16,8000000,60378584,19.683187,7.0,485
"20,000 Leagues Under the Sea","20,000 Leagues Under the Sea",1954-12-23,5000000,28200000,9.358197,6.8,157
Paranormal Activity: The Marked Ones,Paranormal Activity: The Marked Ones,2014-01-01,5000000,86362372,19.984477,5.2,449
The Elephant Man,The Elephant Man,1980-10-02,5000000,26010864,30.271065999999998,7.9,719
Dallas Buyers Club,Dallas Buyers Club,2013-09-07,5000000,55198285,59.454473,7.9,2886
The Lazarus Effect,The Lazarus Effect,2015-01-29,3300000,64110728,20.304235000000002,5.1,505
Memento,Memento,2000-10-11,9000000,39723096,60.715151,8.1,4028
Oculus,Oculus,2013-09-08,5000000,44030246,35.871248,6.3,1050
Clerks II,Clerks II,2006-05-25,5000000,26888376,18.077963,6.9,398
Billy Elliot,Billy Elliot,2000-05-18,5000000,110000000,20.428237,7.4,750
The Way Way Back,The Way Way Back,2013-06-06,4600000,23198652,32.14444,7.1,688
The Man from Snowy River,The Man from Snowy River,1982-03-02,3500000,20659423,3.6564910000000004,6.8,37
Our Idiot Brother,Our Idiot Brother,2011-08-26,10000000,17273593,15.688439,5.9,365
Race,Race,2016-02-19,5000000,24804129,22.9951,7.1,478
"As Above, So Below","As Above, So Below",2014-08-14,5000000,40100000,26.510558000000003,6.1,766
Still Alice,Still Alice,2014-12-05,5000000,43884652,35.307577,7.5,1104
The Egyptian,The Egyptian,1954-08-25,5000000,15000000,4.079111,6.0,11
Nighthawks,Nighthawks,1981-03-17,5000000,19905359,7.0588679999999995,6.4,86
Friday the 13th Part VIII: Jason Takes Manhattan,Friday the 13th Part VIII: Jason Takes Manhattan,1989-07-28,5000000,14000000,12.904615,4.8,191
My Big Fat Greek Wedding,My Big Fat Greek Wedding,2002-02-22,5000000,368744044,18.115566,6.2,671
Spring Breakers,Spring Breakers,2013-01-24,5000000,31724284,62.554173,5.0,1551
Halloween: The Curse of Michael Myers,Halloween: The Curse of Michael Myers,1995-09-29,5000000,15116634,9.483717,5.0,170
Y tu mamá también,Y Tu Mamá También,2001-06-08,5000000,33616692,16.890285000000002,7.3,315
Shaun of the Dead,Shaun of the Dead,2004-04-09,4000000,30039392,49.12486,7.5,2420
Lone Star,Lone Star,1996-06-21,5000000,13269963,5.9601489999999995,6.9,77
Halloween 4: The Return of Michael Myers,Halloween 4: The Return of Michael Myers,1988-10-21,5000000,17768757,9.302349000000001,5.9,209
Lone Wolf McQuade,Lone Wolf McQuade,1983-04-14,5000000,12232628,8.452666,5.5,67
Apollo 18,Apollo 18,2011-07-20,5000000,25562924,17.028252,5.0,356
Sunshine Cleaning,Sunshine Cleaning,2008-01-18,5000000,16174377,19.336367000000003,6.5,255
No Escape,No Escape,2015-08-26,5000000,54418872,38.006982,6.7,777
Solomon and Sheba,Solomon and Sheba,1959-12-25,5000000,12200000,0.835617,5.4,8
Fifty Shades of Black,Fifty Shades of Black,2016-01-28,20000000,21164799,14.947588,4.3,331
A Farewell to Arms,A Farewell to Arms,1932-12-08,4,25,1.199451,6.2,28
Les Invasions barbares,The Barbarian Invasions,2003-05-21,8000000,3432342,3.03091,6.7,77
Force 10 from Navarone,Force 10 from Navarone,1978-11-01,5000000,7230000,5.348446,6.4,91
C'era una volta il West,Once Upon a Time in the West,1968-12-21,5000000,5321508,49.333137,8.1,1128
Made,Made,2001-07-13,5000000,5476060,4.149628,6.3,55
Moon,Moon,2009-06-12,5000000,9760104,46.114184,7.6,1794
Sea Rex 3D: Journey to a Prehistoric World,Sea Rex 3D: Journey to a Prehistoric World,2010-05-14,5000000,4074023,4.498368,5.9,11
The Sweet Hereafter,The Sweet Hereafter,1997-05-14,5000000,3263585,7.6731240000000005,6.8,103
Des hommes et des dieux,Of Gods and Men,2010-05-18,4000000,41424067,4.992475,6.5,91
Bottle Shock,Bottle Shock,2008-08-06,5000000,4040588,6.174435,6.6,60
Heavenly Creatures,Heavenly Creatures,1994-09-02,5000000,3049135,8.753409,7.0,294
90 Minutes in Heaven,90 Minutes in Heaven,2015-09-11,5000000,4842699,3.9437059999999997,5.4,40
Everything Must Go,Everything Must Go,2010-10-15,5000000,2614773,9.169411,6.0,208
Zero Effect,Zero Effect,1998-01-30,5000000,1980338,2.732031,6.0,55
The Machinist,The Machinist,2004-02-09,5000000,8203235,35.252056,7.3,1247
Kill the Messenger,Kill the Messenger,2014-10-09,5000000,2450846,21.343093,6.6,355
Rabbit Hole,Rabbit Hole,2010-12-16,5000000,5129058,10.095184,6.9,165
Party Monster,Party Monster,2003-09-05,5000000,742898,4.129165,5.9,58
Green Room,Green Room,2016-04-15,5000000,3220371,30.001023999999997,6.7,683
Atlas Shrugged Part III: Who is John Galt?,Atlas Shrugged Part III: Who is John Galt?,2014-09-12,5000000,846704,1.7310349999999999,3.9,15
Bottle Rocket,Bottle Rocket,1996-02-21,7000000,560069,11.700578,6.8,281
Tucker and Dale vs Evil,Tucker and Dale vs Evil,2010-01-22,5000000,5476793,19.940245,7.3,847
The Visit,The Visit,2015-09-10,5000000,98450062,38.94708,6.0,1360
Redacted,Redacted,2007-01-01,5000000,782102,3.792015,6.2,37
Soul Kitchen,Soul Kitchen,2009-09-09,5000000,17872796,5.461487,7.1,116
Sling Blade,Sling Blade,1996-08-30,1000000,24475416,14.805264000000001,7.4,231
The Awakening,The Awakening,2011-08-17,4798235,209696,25.30216,6.3,458
Hostel,Hostel,2005-01-06,4800000,80578934,38.831920000000004,5.7,887
Take Shelter,Take Shelter,2011-11-25,5000000,3099314,19.807295,7.1,471
The Texas Chainsaw Massacre 2,The Texas Chainsaw Massacre 2,1986-08-22,4700000,8025872,9.617777,5.9,139
Pat Garrett & Billy the Kid,Pat Garrett & Billy the Kid,1973-05-23,4638783,11000000,4.4952559999999995,7.2,65
Only God Forgives,Only God Forgives,2013-05-30,4800000,10337387,35.754865,5.6,862
Police Academy,Police Academy,1984-03-22,4500000,146198896,15.002502,6.5,602
The Blue Lagoon,The Blue Lagoon,1980-07-05,4500000,58853106,22.585384,5.8,408
Four Weddings and a Funeral,Four Weddings and a Funeral,1994-03-09,6000000,254700832,29.834065000000002,6.6,632
Fast Times at Ridgemont High,Fast Times at Ridgemont High,1982-08-13,4500000,27092880,20.403344,7.0,322
Moby Dick,Moby Dick,1956-06-27,4500000,10400000,5.224593,6.9,89
25th Hour,25th Hour,2002-12-16,15000000,13060843,30.196039000000003,7.2,629
Bound,Bound,1996-09-13,4500000,7011317,15.359952,6.9,198
Requiem for a Dream,Requiem for a Dream,2000-10-27,4500000,7390108,11.573034,7.9,2443
Moms' Night Out,Moms' Night Out,2014-03-25,5000000,10429707,10.274542,5.5,121
Donnie Darko,Donnie Darko,2001-01-18,6000000,1270522,61.210016,7.7,3452
Life During Wartime,Life During Wartime,2009-10-10,4500000,744816,3.1088810000000002,6.3,30
After.Life,After.Life,2010-04-09,4500000,3606395,14.570359,5.4,251
One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,1975-11-18,3000000,108981275,127.525581,8.2,2919
Airlift,Airlift,2016-01-22,4500000,32000000,2.551559,7.3,57
The Sweeney,The Sweeney,2012-09-11,3730500,6294161,6.938853999999999,5.7,109
Whale Rider,Whale Rider,2003-01-30,8000000,41400000,12.439494999999999,7.1,111
Ночной дозор,Night Watch,2004-06-27,4200000,32000000,12.540624000000001,6.3,210
The Crying Game,The Crying Game,1992-09-02,3705538,62548947,8.839651,6.9,176
Porky's,Porky's,1981-11-13,4000000,125728258,12.891276,6.1,183
Night of the Living Dead,Night of the Living Dead,1968-10-01,114000,30000000,25.666029,7.5,580
Lost in Translation,Lost in Translation,2003-08-31,4000000,119723856,45.66662,7.3,1895
Annie Hall,Annie Hall,1977-04-19,4000000,38251425,35.892034,7.8,1010
The Greatest Show on Earth,The Greatest Show on Earth,1952-01-10,4000000,36000000,8.988455,6.6,50
Monster's Ball,Monster's Ball,2001-11-11,4000000,44909486,14.042041000000001,6.5,250
Maggie,Maggie,2015-05-08,4000000,187112,40.016306,5.2,593
Leaving Las Vegas,Leaving Las Vegas,1995-10-27,3600000,49800000,22.030517,7.1,360
The Boy Next Door,The Boy Next Door,2015-01-23,4000000,52425855,24.161735,4.1,1022
Trapeze,Trapeze,1956-05-30,4000000,14400000,1.3793540000000002,6.4,22
The Kids Are All Right,The Kids Are All Right,2010-07-09,3500000,34705850,15.338211,6.5,506
They Live,They Live,1988-11-23,4000000,13008928,29.852608,7.1,550
The Great Escape,The Great Escape,1963-06-20,4000000,11744471,35.061467,7.8,717
The Last Exorcism Part II,The Last Exorcism Part II,2013-02-28,5000000,15179302,10.605752,4.4,203
Boyhood,Boyhood,2014-06-05,4000000,44349000,43.40352,7.5,1971
Scoop,Scoop,2006-07-27,4000000,31584901,17.229537,6.4,420
The Wash,The Wash,2001-11-16,7000000,10229331,2.453459,5.3,26
3 Strikes,3 Strikes,2000-03-01,6000000,9000000,1.433692,5.9,15
The Misfits,The Misfits,1961-01-01,4000000,8200000,2.9300580000000003,6.8,72
Topaz,Topaz,1969-12-18,4000000,6000000,5.975604,6.1,77
Let's Go to Prison,Let's Go to Prison,2006-11-17,4000000,4630045,4.598409999999999,5.5,69
Four Rooms,Four Rooms,1995-12-09,4000000,4300000,22.87623,6.5,530
Secretary,Secretary,2002-01-11,4000000,9304609,19.107285,6.7,376
Talk Radio,Talk Radio,1988-12-21,4000000,3468572,4.541908,6.7,46
You Kill Me,You Kill Me,2007-02-09,4000000,2426851,6.091951,6.2,80
Red State,Red State,2011-08-19,4000000,1104682,12.062371,5.9,316
Mirrormask,Mirrormask,2005-01-25,4000000,866999,7.7581880000000005,6.6,102
Joe,Joe,2014-04-11,4000000,2365467,22.987897,6.5,338
Shooting Fish,Shooting Fish,1997-08-22,3000000,302204,1.204941,7.0,23
Prison,Prison,1988-03-04,1300000,354704,7.605291,6.7,27
Trust,Trust,2010-09-10,9500000,120000,21.230737,6.6,307
Adore,Adore,2013-04-03,16000000,318982,18.790221,6.1,291
Los lunes al sol,Mondays in the Sun,2002-09-27,4000000,146402,3.6631080000000003,7.1,36
Stake Land,Stake Land,2010-09-30,650000,33245,12.496261,6.2,285
Another Happy Day,Another Happy Day,2011-11-18,4000000,355688,3.238466,6.2,37
A Lonely Place to Die,A Lonely Place to Die,2011-04-09,4000000,25345000,8.30723,6.2,157
Hell's Angels,Hell's Angels,1930-11-15,3950000,8000000,8.484123,6.1,19
A Man for All Seasons,A Man for All Seasons,1966-12-12,3900000,28350000,9.541688,7.5,89
Network,Network,1976-11-01,3800000,23689877,17.234745,7.7,381
Gone with the Wind,Gone with the Wind,1939-12-15,4000000,400176459,48.98255,7.7,970
Major Dundee,Major Dundee,1965-04-07,3800000,14873,3.490215,6.2,38
Annie Get Your Gun,Annie Get Your Gun,1950-05-17,3768785,8000000,1.726175,7.3,22
Four Lions,Four Lions,2010-05-07,967686,4270000,20.544999,7.0,423
Defendor,Defendor,2009-09-12,3500000,44462,8.45342,6.5,195
The Pirate,The Pirate,1948-06-11,3700000,2956000,0.90522,6.6,17
The History Boys,The History Boys,2006-10-02,4000000,13401952,3.7716519999999996,6.6,66
Midnight Cowboy,Midnight Cowboy,1969-05-25,3600000,44785053,21.119208999999998,7.4,299
The Full Monty,The Full Monty,1997-08-13,3500000,257850122,17.002623,6.8,363
Airplane!,Airplane!,1980-07-02,3500000,83453539,46.116884999999996,7.1,1074
Friday,Friday,1995-04-26,3500000,28215918,25.5748,7.0,503
Menace II Society,Menace II Society,1993-05-26,3500000,27900000,3.4188709999999998,7.2,173
Creepshow 2,Creepshow 2,1987-05-01,3500000,14000000,10.729884,5.9,129
The Ballad of Cable Hogue,The Ballad of Cable Hogue,1970-05-13,3716946,5000000,2.676535,6.9,47
In Cold Blood,In Cold Blood,1967-12-14,3500000,13007551,7.821438000000001,7.4,82
The Nun's Story,The Nun's Story,1959-06-18,3500000,12800000,3.281509,7.4,46
Harper,Harper,1966-02-23,3500000,12000000,2.938973,6.2,35
Frenzy,Frenzy,1972-05-25,3500000,12600000,10.219942,7.1,158
The Witch,The Witch,2016-02-19,3500000,40423945,50.319662,6.3,1434
She's the One,She's the One,1996-08-26,3500000,9482579,8.406025,5.7,70
Gods and Monsters,Gods and Monsters,1998-01-21,10000000,6451628,5.588652,6.8,81
El secreto de sus ojos,The Secret in Their Eyes,2009-08-13,2000000,33965843,25.894064999999998,7.8,626
Evil Dead II,Evil Dead II,1987-03-13,3600000,5923044,35.674774,7.6,742
Trolljegeren,Troll Hunter,2010-10-29,3500000,4159678,12.982319,6.7,583
Winter Passing,Winter Passing,2006-02-07,3500000,113783,3.643608,6.7,28
